Bảo hành,Tình trạng,Giá đã qua sử dụng,Tên,Giá mới,Tiết kiệm,Bảo hành mới,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Kích thước màn hình,Độ phân giải,Công nghệ màn hình,Màn hình cảm ứng,Thiết kế card,Card đồ họa,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Khe đọc thẻ nhớ,Ổ đĩa quang,Webcam,Tính năng khác,Đèn bàn phím,Loại PIN,Model Adapter,Thông tin Pin,Hệ điều hành,Kích thước,Trọng lượng,Chất liệu,Thời điểm ra mắt
"●
Bảo hành: 20.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.620.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.710.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.710.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.710.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.710.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 21.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.790.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 21.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.790.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 22 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.870.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.360.000₫,Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB637T),Giá máy mới: 17.590.000₫,2.230.000₫ (12%),chính hãng laptop 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,SonicMaster audio,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Không,,VGA Webcam,Bảo mật vân tay,Không có đèn,,,"2-cell Li-ion, 37 Wh",Windows 10 Home SL,,1.55,Vỏ nhựa,2020
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.360.000₫,Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB637T),Giá máy mới: 17.590.000₫,2.230.000₫ (12%),chính hãng laptop 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,SonicMaster audio,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Không,,VGA Webcam,Bảo mật vân tay,Không có đèn,,,"2-cell Li-ion, 37 Wh",Windows 10 Home SL,,1.55,Vỏ nhựa,2020
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.360.000₫,Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB637T),Giá máy mới: 17.590.000₫,2.230.000₫ (12%),chính hãng laptop 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,SonicMaster audio,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Không,,VGA Webcam,Bảo mật vân tay,Không có đèn,,,"2-cell Li-ion, 37 Wh",Windows 10 Home SL,,1.55,Vỏ nhựa,2020
"●
Bảo hành: 20.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.280.000₫,Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB262T),Giá máy mới: 17.590.000₫,2.310.000₫ (13%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,SonicMaster audio,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,VGA Webcam,Bảo mật vân tay,Không có đèn,,,"2-cell Li-ion, 37 Wh",Windows 10 Home SL,,1.55,Vỏ nhựa,2020
"●
Bảo hành: 20.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.280.000₫,Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB262T),Giá máy mới: 17.590.000₫,2.310.000₫ (13%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,SonicMaster audio,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,VGA Webcam,Bảo mật vân tay,Không có đèn,,,"2-cell Li-ion, 37 Wh",Windows 10 Home SL,,1.55,Vỏ nhựa,2020
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.360.000₫,Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB262T),Giá máy mới: 17.590.000₫,2.310.000₫ (13%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,SonicMaster audio,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,VGA Webcam,Bảo mật vân tay,Không có đèn,,,"2-cell Li-ion, 37 Wh",Windows 10 Home SL,,1.55,Vỏ nhựa,2020
"●
Bảo hành: 21.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.440.000₫,Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB262T),Giá máy mới: 17.590.000₫,2.310.000₫ (13%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,SonicMaster audio,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,VGA Webcam,Bảo mật vân tay,Không có đèn,,,"2-cell Li-ion, 37 Wh",Windows 10 Home SL,,1.55,Vỏ nhựa,2020
"●
Bảo hành: 21.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.440.000₫,Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB262T),Giá máy mới: 17.590.000₫,2.310.000₫ (13%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,SonicMaster audio,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,VGA Webcam,Bảo mật vân tay,Không có đèn,,,"2-cell Li-ion, 37 Wh",Windows 10 Home SL,,1.55,Vỏ nhựa,2020
"●
Bảo hành: 11 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.260.000₫,Asus VivoBook S430FN i5 8265U/8GB/256GB/2GB MX150/Win10 (EB032T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board +1 khe),2400 MHz,24 GB,"SSD 256 GB, M.2 SATA 3, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, LED Backlit, Chống chói Anti-Glare",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"HDMI, USB 3.1, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,VGA Webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 323 mm - Rộng 226 mm - Dày 18 mm,1.4 kg,Vỏ kim loại,2018
"●
Bảo hành: 12 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",15.440.000₫,Asus VivoBook S430FN i5 8265U/8GB/256GB/2GB MX150/Win10 (EB032T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board +1 khe),2400 MHz,24 GB,"SSD 256 GB, M.2 SATA 3, Hỗ trợ khe cắm HDD SATA",14 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, LED Backlit, Chống chói Anti-Glare",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"HDMI, USB 3.1, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,VGA Webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 323 mm - Rộng 226 mm - Dày 18 mm,1.4 kg,Vỏ kim loại,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",15.230.000₫,Lenovo Ideapad S145 15IWL i7 8565U/8GB/512GB/2GB MX110/Win10 (81MV00TAVN),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i7 Coffee Lake,8565U,1.80 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),2400 MHz,12 GB,SSD 512 GB NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, 60Hz, Chống chói Anti-Glare",Không,Card rời,"NVIDIA GeForce MX110, 2 GB",Dolby Home Theater,"HDMI, USB 2.0, 2 x USB 3.0","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",SD,,0.3 MP,Không,Không có đèn,,ADLX65CCGE2A,2-cell Li-ion,Windows 10 Home SL,Dài 362 mm - Rộng 251.4 mm - Dày 19.9mm,1.73 kg,Vỏ nhựa,2019
"●
Bảo hành: 12 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.040.000₫,Lenovo IdeaPad Flex 5 14IIL i5 1035G1/8GB/512GB/Touch/Win10 (81X1001UVN),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i5 Ice Lake,1035G1,1.00 GHz,Turbo Boost 3.6 GHz,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,"SSD 512 GB NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"Tấm nền TN, 60Hz, Chống chói Anti-Glare",Có,Card tích hợp,Intel UHD Graphics,Dolby AudioPremium,"HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Bảo mật vân tay,Có,,ADLX65CCGE2A,3-cell Li-ion,Windows 10 Home SL,Dài 322.6 mm - Rộng 218.5 mm - Dày 20.4 mm,1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,2020
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",14.920.000₫,HP Probook 430 G6 i5 8265U/4GB/256GB/Win10 (6UX78PA),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,4 GB,DDR4 (2 khe),2666 MHz,16 GB,"SSD 256 GB NVMe PCIe, Hỗ trợ khe cắm HDD SATA",13.3 inch,HD (1366 x 768),"Tấm nền TN, Chống chói Anti Glare, LED Backlit",Không,Card tích hợp,Intel UHD Graphics 620,Realtek High Definition Audio,"HDMI, LAN (RJ45), 2 x USB 3.1, USB Type-C",,SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 308.6 mm - Rộng 230.9 mm - Dày 18 mm,1.45 kg,Vỏ kim loại,2019
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",14.920.000₫,HP Probook 430 G6 i5 8265U/4GB/256GB/Win10 (6UX78PA),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,4 GB,DDR4 (2 khe),2666 MHz,16 GB,"SSD 256 GB NVMe PCIe, Hỗ trợ khe cắm HDD SATA",13.3 inch,HD (1366 x 768),"Tấm nền TN, Chống chói Anti Glare, LED Backlit",Không,Card tích hợp,Intel UHD Graphics 620,Realtek High Definition Audio,"HDMI, LAN (RJ45), 2 x USB 3.1, USB Type-C",,SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 308.6 mm - Rộng 230.9 mm - Dày 18 mm,1.45 kg,Vỏ kim loại,2019
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",14.920.000₫,HP Probook 430 G6 i5 8265U/4GB/256GB/Win10 (6UX78PA),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,4 GB,DDR4 (2 khe),2666 MHz,16 GB,"SSD 256 GB NVMe PCIe, Hỗ trợ khe cắm HDD SATA",13.3 inch,HD (1366 x 768),"Tấm nền TN, Chống chói Anti Glare, LED Backlit",Không,Card tích hợp,Intel UHD Graphics 620,Realtek High Definition Audio,"HDMI, LAN (RJ45), 2 x USB 3.1, USB Type-C",,SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 308.6 mm - Rộng 230.9 mm - Dày 18 mm,1.45 kg,Vỏ kim loại,2019
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",14.920.000₫,HP Probook 430 G6 i5 8265U/4GB/256GB/Win10 (6UX78PA),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,4 GB,DDR4 (2 khe),2666 MHz,16 GB,"SSD 256 GB NVMe PCIe, Hỗ trợ khe cắm HDD SATA",13.3 inch,HD (1366 x 768),"Tấm nền TN, Chống chói Anti Glare, LED Backlit",Không,Card tích hợp,Intel UHD Graphics 620,Realtek High Definition Audio,"HDMI, LAN (RJ45), 2 x USB 3.1, USB Type-C",,SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 308.6 mm - Rộng 230.9 mm - Dày 18 mm,1.45 kg,Vỏ kim loại,2019
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",14.850.000₫,Lenovo IdeaPad C340 14IML i5 10210U/8GB/512GB/Touch/Win10 (81TK007QVN),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i5 Comet Lake,10210U,1.60 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),2666 MHz,16 GB,"SSD 512 GB NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"Tấm nền TN, 60Hz",Có,Card tích hợp,Intel UHD Graphics,Dolby AudioPremium,"HDMI, 2 x USB 3.1, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.2",SD,,HD webcam,Bảo mật vân tay,Có,,ADLX65NCC3A,4-cell Li-ion,Windows 10 Home SL,Dài 328 mm - Rộng 229 mm - Dày 17.9 mm,1.65 kg,Vỏ nhựa,2019
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",14.850.000₫,Lenovo IdeaPad C340 14IML i5 10210U/8GB/512GB/Touch/Win10 (81TK007QVN),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i5 Comet Lake,10210U,1.60 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),2666 MHz,16 GB,"SSD 512 GB NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"Tấm nền TN, 60Hz",Có,Card tích hợp,Intel UHD Graphics,Dolby AudioPremium,"HDMI, 2 x USB 3.1, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.2",SD,,HD webcam,Bảo mật vân tay,Có,,ADLX65NCC3A,4-cell Li-ion,Windows 10 Home SL,Dài 328 mm - Rộng 229 mm - Dày 17.9 mm,1.65 kg,Vỏ nhựa,2019
